"","mean","sd","2.5%","97.5%","n_eff","Rhat4"
"a[1]",-3.782946270631,0.778207482699711,-4.87996125,-1.82130975,730.811981215485,1.00239377716841
"a[2]",-2.94348511333333,0.330545372480204,-3.50685125,-2.181626,893.486375360949,1.00122515724154
"a[3]",-2.8148186,0.18440103067412,-3.160036,-2.42928075,1029.30604146478,1.00024889760288
"a[4]",-1.01218818047,0.191975222865988,-1.3629845,-0.615981425,948.785964819768,1.00297248905937
"b_sex[1]",-1.18548109333333,0.286065324465259,-1.7419865,-0.61731235,1368.07710334916,0.999764742309178
"b_sex[2]",0.00459367626043333,0.198247037202308,-0.38909705,0.392553275,820.793612927447,1.00122445655066
"b_sex[3]",-0.0983834927595333,0.142126698414931,-0.3793337,0.174061025,969.160713995208,1.0036138262199
"b_sex[4]",0.719673561333333,0.11846534324337,0.48679445,0.951163375,492.508074893264,1.00392670072884
"b_middle[1]",1.306552058,0.226884442019867,0.8774163,1.76223625,804.711716399283,1.00402326280617
"b_middle[2]",0.924460585333333,0.144929072817623,0.6438727,1.21201125,950.880852957384,1.00359650420361
"b_middle[3]",1.50809306,0.12549670874066,1.26303525,1.7506115,747.141188498298,1.00151749763205
"b_middle[4]",-0.334276472843333,0.107582674124056,-0.5429061,-0.124767125,652.802404599804,1.00844782657623
"b_ado[1]",1.79053986466667,0.235812663018579,1.33093275,2.26691125,732.547336962319,1.00105975436285
"b_ado[2]",1.222684335,0.179886272548598,0.862899725,1.567694,637.378621816924,1.00056124551384
"b_ado[3]",2.10899534,0.130108399473755,1.85539075,2.36817775,685.679540401043,1.00397878098599
"b_ado[4]",-2.16975078333333,0.146312694767644,-2.45356975,-1.875748,758.557687132733,0.999591532987219
"b_sex_middle[1]",-0.432076670666333,0.341631620266113,-1.099612,0.246686025,1004.02836818194,1.00186166126239
"b_sex_middle[2]",0.290940057731,0.226782361847568,-0.15828325,0.731337025,741.057916394198,1.00629945328432
"b_sex_middle[3]",-0.705647936333333,0.17998525204615,-1.06885125,-0.3617049,725.253004439471,1.00198137894354
"b_sex_middle[4]",-0.335385211681333,0.155046241910027,-0.63677615,-0.0426706574999999,506.5323373847,1.01190593951773
"b_sex_ado[1]",-1.39060934133333,0.403873991145795,-2.14375575,-0.59024525,1157.29322212604,1.00000035225077
"b_sex_ado[2]",0.567146506036667,0.26011057462129,0.054203275,1.089172,722.234278030683,1.00161746987385
"b_sex_ado[3]",-0.956385395,0.196753451540507,-1.339758,-0.566576525,802.070858628523,1.00397000101049
"b_sex_ado[4]",0.761642145933333,0.202113319428375,0.3816851,1.16846925,571.269530098591,1.00213788087047
"b_nonforaged[1]",0.2075551570328,0.397547764929669,-0.58829375,1.038061,1636.67546042222,0.999931529930852
"b_nonforaged[2]",-0.429925201695167,0.214186089537459,-0.845298375,0.00550675825000006,1302.07003489499,1.00080328374282
"b_nonforaged[3]",0.195335933739667,0.117241795576297,-0.0739740599999999,0.41047215,951.658227266761,0.999721701169451
"b_nonforaged[4]",-0.0272122480149367,0.134402413005137,-0.29132165,0.247396125,1364.44517765697,0.999715051784061
"b_temp[1]",0.397310712617667,0.325856187721018,-0.218489375,1.1401885,1801.72747875341,1.00145584480901
"b_temp[2]",-0.129702098350533,0.171349858301027,-0.45438145,0.240812125,1345.60204479588,1.00074997176272
"b_temp[3]",0.2554256428,0.0856114616278842,0.0788643500000001,0.435268975,1477.21779400908,1.00083375724004
"b_temp[4]",0.145573290828867,0.106195570001563,-0.0613624675,0.363041,1427.26961135037,1.0013822698253
"z_id[1,1]",-0.483079055135633,0.766041225302638,-2.1245315,0.887834075,4815.28968366387,1.00125387304175
"z_id[1,2]",-0.659451040772667,0.780851589828906,-2.281884,0.747345725,3908.63625677678,1.0001916144497
"z_id[1,3]",-0.355574096878667,0.898475743936339,-2.17278475,1.34817275,6106.08763101217,1.00042310520588
"z_id[1,4]",-0.288838747976783,0.877029083249162,-2.02001975,1.352994,5239.36171116112,0.999516105628378
"z_id[1,5]",-0.307154463609333,0.934016178895587,-2.15554925,1.4419985,5075.0553111841,0.999987032704748
"z_id[1,6]",-0.185396870077667,0.893699360181568,-1.96812525,1.465863,5165.84227684745,0.99979755172709
"z_id[1,7]",-0.168102798380667,0.852499058413429,-1.957995,1.360588,4279.13025160598,1.0011623464969
"z_id[1,8]",-0.432299745098567,0.850808525590544,-2.19567475,1.163458,4450.11775895404,1.00002493975271
