"","mean","sd","2.5%","97.5%","n_eff","Rhat4"
"a[1]",-4.00456385433333,0.738001235830987,-5.0626215,-2.202546,645.531758873842,1.00385560986688
"a[2]",-3.16112539666667,0.282350072704603,-3.64504675,-2.51783675,978.866620425603,1.00180489671192
"a[3]",-2.92413209,0.243015350701056,-3.36797,-2.423156,1302.78903871091,1.00155131236699
"a[4]",-1.188375107,0.173801166236524,-1.52527375,-0.837504275,1209.15597155964,1.00076914511921
"b_sex[1]",-1.17808175933333,0.272074064597725,-1.71141625,-0.649677425,1155.87190568145,1.00047957774042
"b_sex[2]",0.0431937693398333,0.192035311474636,-0.33159895,0.4293612,858.714408527467,1.00493911523867
"b_sex[3]",-0.125965004970967,0.136919369281787,-0.39425685,0.148593325,848.399819188414,1.00147943157954
"b_sex[4]",0.662563038,0.11320243109458,0.4400371,0.8831486,542.081264140805,1.00105968086259
"b_middle[1]",1.33584805166667,0.223724277284457,0.896006725,1.77237925,803.568900465551,1.00101221662891
"b_middle[2]",0.927795865666667,0.142379625070914,0.646066925,1.20745025,772.84948890421,1.000693012357
"b_middle[3]",1.49638013,0.12037479624243,1.2647435,1.74300275,877.262570625204,1.00424543710983
"b_middle[4]",-0.324861774666667,0.103948537019909,-0.525285525,-0.12537025,701.602445057767,1.00240673344493
"b_ado[1]",1.80128625633333,0.23824663025935,1.326036,2.26167925,723.679271277858,1.00463640615791
"b_ado[2]",1.26584418666667,0.177240104598577,0.92169995,1.60818025,769.303555504644,1.00256826329505
"b_ado[3]",2.10223885333333,0.124651053640726,1.859823,2.348417,762.5478302183,1.00317854660106
"b_ado[4]",-2.17617979333333,0.144293635287743,-2.453367,-1.89472125,795.957829241442,1.00125768581021
"b_sex_middle[1]",-0.417575839447,0.341544469681892,-1.087822,0.252542975,1093.38858011492,1.00075771209683
"b_sex_middle[2]",0.278793776072173,0.216086789443236,-0.151485375,0.691909,793.171953789493,1.00255753713037
"b_sex_middle[3]",-0.658625249,0.167699886789519,-0.9936465,-0.3318197,848.924178032258,1.00255213580569
"b_sex_middle[4]",-0.222037099605567,0.145662548310831,-0.50295175,0.0682600925000001,683.030038001603,1.0020909520256
"b_sex_ado[1]",-1.18188168006667,0.381690894421515,-1.93240725,-0.39124245,1420.23565870753,1.00277393741172
"b_sex_ado[2]",0.553021972203,0.254170549532034,0.0617300575,1.06021425,790.47054151925,1.00774494577627
"b_sex_ado[3]",-0.898669297,0.185669445434076,-1.27171075,-0.535912975,793.34681125077,1.00535455832414
"b_sex_ado[4]",0.833651227333333,0.19376655701239,0.45018735,1.2095135,647.845097674367,1.00417446273632
"b_nonforaged[1]",0.251064361195467,0.430766654298916,-0.634117375,1.0881995,1429.23329247271,1.00237773774533
"b_nonforaged[2]",-0.416368152031667,0.209907221886509,-0.831986375,-0.00150157812499995,969.391408700737,1.00029576258021
"b_nonforaged[3]",0.283107052997333,0.186080447774969,-0.09527905,0.6565909,1396.63639989711,1.00191647018919
"b_nonforaged[4]",0.0415323424279667,0.146392009536033,-0.25620735,0.319184375,1237.99112032928,1.00145941836849
"b_NPP[1]",-0.2453769004214,0.442686378358161,-1.07569225,0.697876825000001,1653.65315679405,0.99930416259464
"b_NPP[2]",0.0650173682747667,0.211466566772928,-0.33648575,0.50376625,1228.80859678483,0.999868463542196
"b_NPP[3]",-0.264532192119667,0.201258178888864,-0.659039475,0.145907875,1349.04657516063,1.00405129926354
"b_NPP[4]",-0.160832776038067,0.151573998111505,-0.473193675,0.13489775,876.506632468208,1.00023180981986
"b_temp[1]",0.317655471809867,0.556602277487066,-0.874016475,1.3837875,1778.64122556737,1.0005819737641
"b_temp[2]",0.393053156763833,0.283563290528969,-0.192865725,0.94473045,987.024195797189,1.00019665291791
"b_temp[3]",0.463747283972,0.26311519377333,-0.0699873499999999,1.00742,1335.83795426049,1.00257196733609
"b_temp[4]",0.502408462516,0.207582403306271,0.0809009975000003,0.897184525,778.9387985539,1.00175627351303
"b_prec[1]",0.2845125211047,0.424428567021094,-0.552740075,1.16689925,1323.20693339575,1.00019285631557
"b_prec[2]",-0.382754617574,0.201263536552212,-0.760020875,0.0523531525000002,1187.87616718263,0.999853473681919
"b_prec[3]",-0.0468747759207,0.18699398305791,-0.442167975,0.319613825,1463.78525952611,1.00113898059561
"b_prec[4]",-0.0279801039103667,0.136909148750304,-0.2866821,0.258396925,902.014711727565,1.00039372819721
"z_id[1,1]",-0.4382566929718,0.79266001961431,-2.123908,1.00316525,4453.08311085136,1.00017153729813
"z_id[1,2]",-0.601570486403733,0.75584617930509,-2.22038275,0.7246091,3623.74272580914,0.999295774879139
"z_id[1,3]",-0.331180256067033,0.87606208784867,-2.14394125,1.31675425,5230.9511781683,1.00027042661949
"z_id[1,4]",-0.272465872569,0.878828065238641,-2.06114975,1.375736,5130.67765899,0.999577036314249
"z_id[1,5]",-0.241580768813333,0.880451842558548,-2.04215925,1.39587725,5251.24007107142,0.999635001160982
"z_id[1,6]",-0.141479334102,0.893655735499801,-1.9400265,1.50185675,4228.37710370938,0.999867665253638
"z_id[1,7]",-0.124119061802333,0.823957654778606,-1.84313175,1.38745375,3817.4901337496,0.999408095688167
"z_id[1,8]",-0.406165800193667,0.852864192330764,-2.1028625,1.195293,4530.6421300116,0.999725427845655
"z_id[1,9]",-0.45974022541,0.862054466246498,-2.176313,1.147672,5461.3994963089,0.999714674125308
"z_id[1,10]",1.85574775773333,0.604940628768448,0.620897275,2.99719,3002.39845923468,1.00049932004704
"z_id[1,11]",0.492804446016767,0.489267040393057,-0.446980249999999,1.451362,2233.58633622383,1.00082274102898
"z_id[1,12]",0.410728609698,0.531289749451315,-0.688429749999999,1.41709975,2522.82506715817,0.999923307055939
"z_id[1,13]",-0.283957514278667,0.887069816975943,-2.090906,1.370995,6449.67964273342,1.00040724623478
"z_id[1,14]",1.3380923766,0.615521377020977,0.0734254075,2.475925,3369.42477086982,0.999590921550093
"z_id[1,15]",-0.466600931439667,0.822697207392125,-2.15905575,1.119761,4922.57659817221,0.999430444438335
"z_id[1,16]",0.418236578842267,0.351512056160784,-0.31385075,1.07223075,2116.07789186655,1.00052492342107
"z_id[1,17]",-0.52476317369818,0.70113629312482,-2.00509775,0.7216879,3588.2885834389,0.999691746228076
"z_id[1,18]",-0.290640079383609,0.400763498420059,-1.13068775,0.439929375,2655.65425652361,0.999631582117512
"z_id[1,19]",-0.507426996707,0.805102350393987,-2.198607,0.889006525000001,3130.94584481327,0.99940101394543
"z_id[1,20]",1.51983352433333,0.241141402940222,1.0457905,1.999311,1073.30569117025,1.00119838854691
"z_id[1,21]",-0.636656551341333,0.771766948847637,-2.2795445,0.740684225000001,3528.12542829083,1.00065104573294
"z_id[1,22]",-1.03166925512133,0.608642523478853,-2.3872195,0.0749291300000002,2821.61335508177,0.999171449133197
"z_id[1,23]",-0.261654292964667,0.866580027615894,-2.04411875,1.31531525,3310.78504390494,0.999948863931997
"z_id[1,24]",0.01347335181869,0.85773957948776,-1.75827075,1.56756575,3495.59472349752,0.999835426925697
"z_id[1,25]",0.198495133108333,0.815422522566638,-1.5129965,1.642523,3125.87123145875,0.999782209006368
"z_id[1,26]",0.315541878405667,0.324831546755502,-0.361178775,0.9281826,1934.83086687437,1.00010340364971
"z_id[1,27]",-0.666586743182333,0.887509257880531,-2.476356,0.954036625,4723.13843915,0.999568407570331
"z_id[1,28]",1.10153714619333,0.480412562204736,0.0926573700000002,1.98321575,2731.15016863955,1.00151503155346
"z_id[1,29]",-0.307876447512333,0.848457443333269,-2.05481,1.28020225,3901.61083242918,1.00024800533843
"z_id[1,30]",-0.574804253383333,0.547755686664159,-1.7711155,0.357491375,3112.13930939134,0.999286367679421
