"","mean","sd","2.5%","97.5%","n_eff","Rhat4"
"v_id[407,4]",0.183795593658,0.245838408376148,-0.292838325,0.661549225,2391.1426439003,1.00290569018279
"v_id[408,1]",1.50831473625,0.458915225571699,0.55720385,2.376025,2708.77558877636,0.999894911183285
"v_id[408,2]",-0.6244736210672,0.788177380150635,-2.327862,0.790524325,4995.98155257589,0.999401597100518
"v_id[408,3]",0.283368526631333,0.269100543752112,-0.24205665,0.8221627,3328.73578715292,0.999836871241099
"v_id[408,4]",-0.4464341598153,0.710866592764964,-1.908827,0.894437950000001,6130.31997246175,0.99919244947463
"v_id[409,1]",0.343405972896,1.00488278237068,-1.8158635,2.0719485,3770.61555110823,0.999087090316593
"v_id[409,2]",-1.08072259898467,0.737821108959741,-2.6989125,0.218204625,4466.38097016233,1.00088580734891
"v_id[409,3]",-0.820386886307667,0.467051062662391,-1.81892575,0.0462384475000002,6272.92050027036,0.999622021149882
"v_id[409,4]",0.0139239888906667,0.28740574136931,-0.55279515,0.557591025,3665.38585709767,0.999372495316194
"v_id[410,1]",0.960315534180767,0.609530895393084,-0.328454975,2.07928075,3599.81481268352,0.999624303590735
"v_id[410,2]",-0.0412350502966667,0.659965283204846,-1.44033625,1.13212775,4437.05159195873,0.99966763090543
"v_id[410,3]",0.776437661633333,0.249752331796503,0.2752854,1.25540525,2526.42798507968,0.999638980974575
"v_id[410,4]",-1.18192505643633,0.525832477791137,-2.2810305,-0.237265224999999,4104.19022422126,0.999524158677278
"v_id[411,1]",-0.00476699641443334,1.33152003571928,-2.71147175,2.48170625,4567.17704411204,0.999256134436027
"v_id[411,2]",-0.737414725693667,1.09133543911456,-3.015949,1.195313,4701.39208604099,0.999473086631438
"v_id[411,3]",-0.327732094652,0.622773893293094,-1.6033975,0.809419625,6356.4986920194,0.99932398870613
"v_id[411,4]",1.25069019966667,0.256434204754151,0.756118,1.7667705,2474.06999405765,1.00012025892645
"v_id[412,1]",0.598548195218,0.776406938525545,-1.07417375,2.0099555,3600.78167621902,1.00032212126504
"v_id[412,2]",1.45422249482,0.488104108334703,0.46192155,2.344217,3916.86862589722,0.999323825158766
"v_id[412,3]",0.728564718373333,0.311672970892122,0.110494025,1.33442675,3158.53032485161,0.999667117486886
"v_id[412,4]",-1.16138251859667,0.604148258395996,-2.41577275,-0.05766423,5946.47496706358,0.999621569320642
"v_id[413,1]",0.616754254285667,0.96522885108876,-1.388191,2.32439175,4166.45581152577,0.999329486129984
"v_id[413,2]",-0.0893527010703333,0.591788936792625,-1.32780925,0.9670526,3636.11109018286,0.999634807305131
"v_id[413,3]",0.715008183895333,0.294338040264136,0.122465475,1.28594575,4689.67112757405,0.99974667189588
"v_id[413,4]",-0.393447917394,0.338354367687934,-1.0815035,0.23744975,3618.95917507149,0.999988746980372
"v_id[414,1]",-0.34554236126,0.858921448655914,-2.1558395,1.14837,4387.72701711572,0.999664788711837
"v_id[414,2]",1.16518398345333,0.449710237479003,0.2290671,1.999436,3911.68659098805,0.999073404799142
"v_id[414,3]",0.709363201803333,0.254909879495065,0.209356125,1.207425,2793.82404025054,1.00010816464917
"v_id[414,4]",-0.988919469823333,0.479454851609212,-1.9916515,-0.0867926475,5200.44168465083,0.999467443370274
"v_id[415,1]",1.55692544432867,0.796288401459185,-0.0990456699999999,2.98384125,4414.28682721867,0.9999737060262
"v_id[415,2]",-0.660373846869,1.01966436085248,-2.75804175,1.15925775,5422.35779993646,0.9994971941701
"v_id[415,3]",0.120840979122333,0.506907743625912,-0.95172915,1.039077,5212.75522841113,0.999247830522269
"v_id[415,4]",1.47225927366667,0.257443238407474,0.97581875,1.95645825,2410.3844141236,1.00004889837776
"v_id[416,1]",-1.30988428409033,1.0497180284191,-3.64328525,0.503622550000001,4583.96923321283,0.999701699387281
"v_id[416,2]",-0.230816168978,0.656405582265817,-1.63221875,0.971023275000001,4478.97010356168,0.999615772685485
"v_id[416,3]",0.1642601206189,0.266997058404277,-0.357549925,0.699924925,2465.74789057267,0.999685932307295
"v_id[416,4]",-0.1563736281023,0.345729181980281,-0.8691172,0.48461845,3855.33299296101,0.999334287344239
"v_id[417,1]",-1.33665726323067,1.03937273157949,-3.525489,0.529493425,3927.04475656441,1.00047419315095
"v_id[417,2]",1.01373680041,0.462815313231687,0.07317561,1.8717795,2759.53819725112,0.99951763209094
"v_id[417,3]",0.430852005406,0.26215098923517,-0.0761945125,0.951012225,2840.52151389693,1.00144365946408
"v_id[417,4]",-0.183542224511333,0.673566583902229,-1.615655,1.061661,5215.00200808879,0.999942298190517
"v_id[418,1]",1.99343021933333,0.440835784269145,1.12357775,2.8567695,2622.68414304719,0.999551037231364
"v_id[418,2]",0.931724043526667,0.51197358812555,-0.129194775,1.87756975,3828.16033987094,0.999417768792427
"v_id[418,3]",0.525141998,0.28924608125644,-0.0334116449999999,1.08290325,3509.56726951453,1.00085144291305
"v_id[418,4]",-0.282806289812267,0.674825217874609,-1.65570825,0.979628375,6944.68773125746,0.99925277936883
"v_id[419,1]",-0.334882435048,1.27664316013411,-2.99181525,1.94607925,5267.88449482914,0.999437979487246
"v_id[419,2]",-0.718520827499667,1.07676145293359,-2.924459,1.15986025,5656.35665049396,0.999751617264402
"v_id[419,3]",-0.4054182741771,0.620761261515854,-1.65318525,0.753871400000001,6874.79916061759,0.999650640026525
"v_id[419,4]",1.12216806166667,0.300594473130361,0.518559675,1.712368,2651.31268909826,0.999387618611148
"v_id[420,1]",1.8314222369,0.457734933314445,0.9250532,2.71938875,2960.30234424482,0.999961701734577
"v_id[420,2]",-1.40721025012,0.954018980616029,-3.48489225,0.247236200000001,4783.47187438511,0.999485637404203
"v_id[420,3]",-0.643039823833333,0.36258889886325,-1.38099725,0.0547327725,4905.22735611809,0.999439435894718
"v_id[420,4]",0.896023338671,0.270572241823938,0.36432575,1.400048,3263.75262293873,1.00049667898117
"v_id[421,1]",-0.372542035856667,1.33832899715671,-3.1414475,2.03307925,4309.62828152718,0.999695475547038
"v_id[421,2]",-0.107974835328333,0.876302423447815,-1.93583025,1.43547075,4108.03025553324,0.99952133572965
"v_id[421,3]",-0.566823212210333,0.577640329630022,-1.79631825,0.4792393,5142.03635064978,0.999856736243176
"v_id[421,4]",0.440289959825333,0.248957365771373,-0.0451329974999999,0.9253801,2498.1897208887,1.00032995693519
"v_id[422,1]",1.81069229713333,0.717152028278469,0.282459025,3.082265,3487.99522621481,0.99935565180209
"v_id[422,2]",-0.865349506352467,1.03833960598371,-3.0483335,0.97670945,5401.35405754241,0.999456425864224
"v_id[422,3]",-0.259081385753,0.530125913895663,-1.347961,0.73412855,4997.96668688636,0.999634505918608
"v_id[422,4]",1.0306053703,0.258237051099899,0.524091375,1.5241045,2472.92537070848,0.999154724222041
"v_id[423,1]",2.15248060633333,0.401630793676327,1.35307375,2.8925535,2426.84872465504,1.00227066484948
"v_id[423,2]",-0.685640720980333,0.786373577052874,-2.31209475,0.74748665,4187.75507362249,0.999133127776471
"v_id[423,3]",-0.0138252358032,0.292824501059686,-0.6060761,0.555472475,3308.65753302212,0.999292458125924
"v_id[423,4]",-0.668464167635333,0.413654235228531,-1.51866975,0.120474825,3805.17642670401,1.00054502531189
"v_id[424,1]",0.174576223414,0.983280972724745,-1.9748075,1.909265,4089.81031388117,0.999473655979935
"v_id[424,2]",-1.123238219058,0.995194172026785,-3.26538275,0.6286594,6107.72659043358,0.999566636907254
"v_id[424,3]",-0.237926433422533,0.454923438668764,-1.1896395,0.60793895,3887.49311767389,0.999935025789073
"v_id[424,4]",-0.442706797729,0.327487075015758,-1.1251255,0.179130750000001,2814.03249391727,1.00015643728631
"v_id[425,1]",-0.69946153664,1.18969879387494,-3.27096475,1.413453,4280.64026800842,0.999420375788544
"v_id[425,2]",-1.02479565175,1.00754419625432,-3.0882235,0.761124525,5707.30844797522,0.999530642594359
"v_id[425,3]",-0.501649375168,0.529603786341863,-1.566204,0.494204,5613.82477091551,0.999262442260145
"v_id[425,4]",0.765870163433333,0.250632642383141,0.2791806,1.24085025,2293.7890235372,0.999515057404711
"v_id[426,1]",-0.663437556263,1.28953256932376,-3.45896975,1.6173755,5079.09864161777,0.999479310526067
"v_id[426,2]",-0.884941895859633,1.09000896182374,-3.15089875,1.07304625,5533.1929873925,0.999261703161869
"v_id[426,3]",-0.870273694188333,0.661675461300019,-2.226943,0.335153225,5685.30772164956,0.999445759900305
"v_id[426,4]",0.215808313608133,0.369127814609275,-0.52735,0.919601725,3079.91143974112,1.00038423637075
"v_id[427,1]",0.781196893612,0.633720700860796,-0.5151694,1.94054775,3562.15033745051,0.999393898904069
"v_id[427,2]",-0.0205566369814,0.687198220320364,-1.548773,1.24465075,4835.5435180584,0.999231386823112
"v_id[427,3]",-0.586435354914,0.373274599456102,-1.3760415,0.106344875,5047.57022916811,0.999455778503142
"v_id[427,4]",0.0627539751234333,0.376971537203659,-0.718321925,0.77174825,4621.17834933818,0.999617107486318
"v_id[428,1]",-0.720690318004667,1.35096778593383,-3.4868925,1.89225775,4843.01505108751,1.00018592905282
"v_id[428,2]",-1.118882326775,1.01897569276116,-3.3168335,0.6824418,4269.14553326166,0.999454675327077
"v_id[428,3]",-0.753577271023703,0.569441560051388,-1.982919,0.283402125,4958.7393340346,0.999102578763804
"v_id[428,4]",-0.425184298774,0.285025426054766,-0.99395745,0.13613885,2857.66150680299,0.999379854723362
"v_id[429,1]",-0.335329248048333,1.41353732541652,-3.17507375,2.19303425,4616.64208716648,0.999531161307991
"v_id[429,2]",-0.703968774229667,1.08250199367676,-2.963156,1.258593,4309.33535093132,0.999391008010067
"v_id[429,3]",-0.0465385217050333,0.598177948936615,-1.242552,1.0546805,4576.83670605858,0.999210064184282
"v_id[429,4]",-0.2844284887252,0.351254481061774,-0.983784725,0.39469765,4178.11164619594,0.999093313393719
"v_id[430,1]",-1.41802063610347,1.07872602049292,-3.69433775,0.498023225,3842.27562717799,0.999373740641546
"v_id[430,2]",0.8203420730903,0.522345310763636,-0.24449615,1.774317,4223.56962898041,0.99937001787491
"v_id[430,3]",-0.177380124989333,0.321551712390625,-0.810826375,0.42418765,3963.45729326058,1.00074755028573
"v_id[430,4]",-0.611280420821667,0.740205001684259,-2.09389125,0.725153375000001,5941.60400930882,0.999178911351142
"v_id[431,1]",0.0027456431222,1.00291774138212,-2.13016875,1.76643275,4586.95252965403,0.999232395888365
"v_id[431,2]",-1.24847779859,0.713670955580254,-2.760991,0.0604212200000001,4249.49585793866,0.999433073838773
"v_id[431,3]",-0.835264241026,0.434201876848589,-1.73134075,-0.0142458674999999,4573.63686248327,0.999689414701528
"v_id[431,4]",-1.52008382103333,0.432263935283699,-2.42009425,-0.728910375,3929.75824339343,1.00019164865901
"v_id[432,1]",-0.861244761251333,1.12442033795326,-3.26261275,1.118239,4747.47978284409,0.999579370416227
"v_id[432,2]",1.42640216369333,0.549888658731861,0.281819775,2.47238225,4170.18764588923,0.99950898216852
"v_id[432,3]",0.309117484616,0.365882891192042,-0.43741845,1.02239575,4905.60333786741,0.99963951931162
