"","mean","sd","2.5%","97.5%","n_eff","Rhat4"
"a[1]",-2.58782538516667,0.79540230527059,-4.0162435,-0.928991174999999,1012.15318760084,1.00323818977713
"a[2]",-3.04190180483333,0.637518659139422,-4.0500505,-1.512587,812.419900858199,1.00076110012267
"a[3]",-2.26387648006667,0.558251685585537,-3.22486625,-1.02815875,921.868097287351,1.00192060334821
"a[4]",-0.79732781352,0.430106736585719,-1.61353,0.0998733925000002,1208.77058630968,1.00179966034815
"b_sex[1]",-1.13876077393333,0.274427109103041,-1.668079,-0.5901386,958.692683245419,1.00132576966914
"b_sex[2]",0.0454468332555333,0.191967107255131,-0.33237245,0.421588,859.441317626814,1.00413912795145
"b_sex[3]",-0.1083564519817,0.139768366310286,-0.38166785,0.16327915,986.293660191824,1.00090734267034
"b_sex[4]",0.664419261,0.112445705980525,0.439691475,0.890325875,722.428652165867,1.0045182706714
"b_middle[1]",1.39036635666667,0.229151304774783,0.951370475,1.840946,778.773130881055,1.00239013419906
"b_middle[2]",0.932986647,0.145017998464503,0.6519846,1.2214625,1034.52275968407,1.00280153103684
"b_middle[3]",1.50634371666667,0.124855524053131,1.2676495,1.758376,826.442418704528,1.00330643775827
"b_middle[4]",-0.322537191543333,0.108059331569095,-0.533837025,-0.111616075,756.920536373157,0.999275070182595
"b_ado[1]",1.87119705666667,0.242292329226847,1.3957165,2.348484,784.301816019888,0.999588717966059
"b_ado[2]",1.274581263,0.175924281135056,0.9256897,1.611627,590.938095159301,1.00729098113116
"b_ado[3]",2.11258857666667,0.134588746754914,1.8523765,2.383287,722.663014050715,1.00337930658817
"b_ado[4]",-2.16478875666667,0.142922068329186,-2.45144525,-1.89047175,1077.03612508773,1.00216214851883
"b_sex_middle[1]",-0.440715559339333,0.345855379102535,-1.13570475,0.242582825,1106.92952290781,1.00258430519722
"b_sex_middle[2]",0.266775286350733,0.219057756018753,-0.16831025,0.679317275,930.136208441861,1.00205201183828
"b_sex_middle[3]",-0.679608878,0.172796212016061,-1.01186475,-0.33981985,958.210040290483,1.00296436226105
"b_sex_middle[4]",-0.21979245131802,0.141942888122449,-0.4986825,0.067097655,799.097756539056,1.00074348201405
"b_sex_ado[1]",-1.25006680283333,0.383465451199722,-2.03032725,-0.4876348,1033.71415671665,1.00018857834032
"b_sex_ado[2]",0.54265702975,0.248948496120684,0.0563357875000001,1.031547,721.879121084737,1.00275342269714
"b_sex_ado[3]",-0.920087941666667,0.194582232281165,-1.3109025,-0.548958425,820.351683242396,1.00010674958647
"b_sex_ado[4]",0.817290902333333,0.19172885613475,0.44349395,1.2021605,848.133545506732,1.00138289812318
