"","mean","sd","2.5%","97.5%","n_eff","Rhat4"
"a[1]",-4.12579382466667,0.665902380210428,-5.10307275,-2.47196575,920.478022475744,1.00069955593801
"a[2]",-3.05147107333333,0.333124779720056,-3.62374925,-2.30682075,1530.09270335508,1.00158911829838
"a[3]",-2.87447149366667,0.272465716000921,-3.345073,-2.24101625,1347.27944351314,1.00002410679651
"a[4]",-1.16407128833333,0.191885890970381,-1.51631675,-0.76297235,1498.55536195406,0.999265199452005
"b_sex[1]",-1.175293024,0.28128546932365,-1.72787075,-0.637060275,1416.84140064006,1.0012904654166
"b_sex[2]",0.0443708159465667,0.190226295296861,-0.327885025,0.41406205,1382.49064263895,1.00043393775727
"b_sex[3]",-0.120141889887433,0.135041758810963,-0.38969045,0.134523425,1634.06515812243,1.00097446942316
"b_sex[4]",0.665050589666667,0.110907274091423,0.453987575,0.879399525,901.019508006076,1.00205115107868
"b_middle[1]",1.33046698666667,0.235027451752829,0.887969075,1.7995945,1248.70985492518,1.00067753780655
"b_middle[2]",0.930186610333333,0.14745914054118,0.635834125,1.2208615,1862.6087577044,1.00196531760677
"b_middle[3]",1.49933088666667,0.119046388246201,1.26502825,1.7339745,1390.24074318725,1.00205927876965
"b_middle[4]",-0.326041766986667,0.105610487793613,-0.536223425,-0.116452825,1075.39205113006,1.00059446375903
"b_ado[1]",1.80007047,0.246557063967505,1.31601725,2.3004085,1464.63508684675,1.00052868930349
"b_ado[2]",1.261174641,0.17457356546872,0.91474345,1.60295575,1347.37196030934,1.00602501994722
"b_ado[3]",2.10087989666667,0.129115836299879,1.85565525,2.3523595,1267.79110431772,1.00126846648342
"b_ado[4]",-2.16642675666667,0.145763423083721,-2.451555,-1.89376375,1521.81822077606,1.0006105038095
"b_sex_middle[1]",-0.410905579619667,0.353739664895041,-1.08356825,0.2855717,1350.27235739669,0.99984371077823
"b_sex_middle[2]",0.271325428561667,0.223136535170816,-0.16097395,0.69992615,1327.76533494531,1.0035015845785
"b_sex_middle[3]",-0.66846969561,0.170613563882626,-0.99541895,-0.3330947,1502.17619653538,1.00068038168186
"b_sex_middle[4]",-0.2268964535,0.14142178923828,-0.49323565,0.0581232425,1120.27570088717,1.00062181003817
"b_sex_ado[1]",-1.18623942773333,0.385464467408192,-1.96296275,-0.4388975,1908.75661931342,1.0005802551385
"b_sex_ado[2]",0.558619924993333,0.246496565005884,0.0715554875,1.033277,1350.56486908511,1.00808022655362
"b_sex_ado[3]",-0.908369114,0.189341736583526,-1.267702,-0.532965324999999,1327.35180408239,0.999789726006382
"b_sex_ado[4]",0.817466510666667,0.196598504737884,0.440202075,1.20305075,1296.61534750843,1.00171352058685
"b_nonforaged[1]",0.178823341327667,0.38714082713266,-0.603512625,0.942374425,1940.41302050333,0.999572967531436
"b_nonforaged[2]",-0.410565077969667,0.230143290886346,-0.85742095,0.0592830150000001,1916.29922497443,1.00069532930576
"b_nonforaged[3]",0.159948493346867,0.189929797141736,-0.2006214,0.5429854,1945.61825598224,1.00083534709055
"b_nonforaged[4]",-0.0415209440430333,0.134272951073216,-0.307609125,0.2230656,1833.92343178821,1.00076550056111
"b_temp[1]",0.402588307146,0.461129764778378,-0.551942225,1.30154,2867.31347533658,0.999436306026729
"b_temp[2]",0.151451971622333,0.278720412639547,-0.41846985,0.690001825,2299.52473566306,0.999994217647112
"b_temp[3]",0.288023320019667,0.221319432397515,-0.1589229,0.728267775,2513.93153083105,1.00004407394525
"b_temp[4]",0.390884849756667,0.167296318832687,0.0611462975,0.738191775,2291.8606646761,0.999462341491892
"z_id[1,1]",-0.442095287061467,0.815290238463562,-2.16212,1.1152305,5795.63268888769,0.999638149247584
"z_id[1,2]",-0.579112981160667,0.755632124263662,-2.1322125,0.773834375,4432.92923862941,0.999699905509972
