"","mean","sd","2.5%","97.5%","n_eff","Rhat4"
"a[1]",-3.55212629966667,0.85782490037572,-4.843455,-1.50512675,577.433319635702,1.00043731295703
"a[2]",-2.93530835366667,0.395151936566228,-3.53397275,-1.94114725,582.386473480062,1.00806723389022
"a[3]",-2.821517427,0.25333395867026,-3.24907075,-2.249536,894.330890792008,1.00147192780026
"a[4]",-1.04413787866667,0.210208811876878,-1.47647825,-0.58960705,733.36300049032,1.00753663057154
"b_sex[1]",-1.16115888,0.273988455561349,-1.68557775,-0.6006268,922.859069539478,1.00081139558543
"b_sex[2]",0.0114018873365333,0.19037031538207,-0.3617175,0.379469075,689.074047295292,1.00190020263059
"b_sex[3]",-0.0880496958583333,0.138069347431243,-0.353511425,0.187413125,696.834433488364,1.0050679934998
"b_sex[4]",0.725404615,0.119688234627085,0.491564725,0.9614047,492.534388997135,1.00603722189343
"b_middle[1]",1.317975185,0.231034186298118,0.871564525,1.782147,601.551488246443,1.00193161399534
"b_middle[2]",0.929602088666667,0.14937092523312,0.62689715,1.2194135,867.58968282853,1.00315083064265
"b_middle[3]",1.51095010666667,0.120176119816626,1.27436575,1.7357805,624.305214684443,1.00291527266963
"b_middle[4]",-0.334695908866667,0.106964695781915,-0.544786775,-0.123030725,590.986364873996,1.00420007750245
"b_ado[1]",1.81438759,0.238521741678006,1.360975,2.2768435,669.151887467178,1.00581472356048
"b_ado[2]",1.23621478533333,0.177583341173204,0.876762075,1.581239,580.90666393598,1.00629496463453
"b_ado[3]",2.11724773,0.128924174924541,1.86694975,2.37635775,699.719536167116,1.00382041257372
"b_ado[4]",-2.17670026333333,0.15159333475897,-2.4838145,-1.8966095,617.633564944778,1.00310536288501
"b_sex_middle[1]",-0.438104408095,0.341491787097923,-1.0990395,0.22241555,744.474101981415,1.00093095350532
"b_sex_middle[2]",0.297849547992,0.223177837646651,-0.14246765,0.728230175,664.806628672081,1.00132535644164
"b_sex_middle[3]",-0.712050683766667,0.175310984324907,-1.05228425,-0.362936825,681.240512237434,1.00321633946306
"b_sex_middle[4]",-0.33624334336,0.159843602511209,-0.657246475,-0.0338572374999999,539.875268562437,1.00804453657652
"b_sex_ado[1]",-1.43147927266667,0.389226759562843,-2.22415825,-0.679512425,957.827135909203,1.00057013171046
"b_sex_ado[2]",0.56160411099,0.25941869449164,0.0419671950000001,1.07376225,486.230418167481,1.00379823322923
"b_sex_ado[3]",-0.973983171333333,0.195127901800999,-1.353245,-0.602552375,760.380133832148,1.00366800225037
"b_sex_ado[4]",0.760168671766667,0.206817014032511,0.3581675,1.1927695,596.164181456302,1.00523318890334
"b_nonforaged[1]",0.281717742725667,0.489010030675863,-0.676301575,1.2523345,1494.46015918241,1.00333600961973
"b_nonforaged[2]",-0.364997072764833,0.273200864901508,-0.8878083,0.2178169,587.499043391102,1.01043775409936
"b_nonforaged[3]",0.216359278823267,0.164998184911009,-0.119893975,0.5461068,1352.3249930771,1.00265694028437
"b_nonforaged[4]",0.0357019422095333,0.166157423649618,-0.29578665,0.353311925,1110.32087741007,1.0010128199689
"b_NPP[1]",-0.0991008511750333,0.587866761799255,-1.23897175,1.1005975,1189.41408345484,1.0001485713979
"b_NPP[2]",-0.019242454375,0.320513683369606,-0.66578905,0.65647155,795.695040934491,1.00553080838002
"b_NPP[3]",-0.00789875533336667,0.203507986930536,-0.4152692,0.40820825,1225.68812492391,1.00153577512586
"b_NPP[4]",-0.112200441169333,0.210983887762948,-0.50743755,0.339691025,868.586513986376,1.00109445194973
"b_temp[1]",0.3347831822556,0.500005028909472,-0.6255312,1.361652,1377.72548861385,1.00308476932357
"b_temp[2]",0.0262288336876667,0.271678917389768,-0.473765125,0.6385495,766.120507942488,1.00319652090542
"b_temp[3]",0.340609388173333,0.176140799842353,0.0154951850000001,0.692735175,1021.54664448184,1.00385581354482
"b_temp[4]",0.124866735384267,0.171286710649999,-0.211542425,0.48598685,983.198767872426,1.0030323803477
"b_prec[1]",0.113937558602333,0.477649284105981,-0.80689275,1.10701975,1235.58373142063,1.00258722861241
"b_prec[2]",-0.300292610492,0.248693167138723,-0.8086815,0.209695850000001,707.867180119047,1.00293602035099
"b_prec[3]",-0.179946568484333,0.171812432133679,-0.55255565,0.136840525,1087.63208702009,1.00381988252896
"b_prec[4]",-0.0410219193552333,0.161825940377977,-0.3510875,0.2954526,938.638773941537,1.00511952786552
"z_id[1,1]",-0.471892111149367,0.781553806910608,-2.1118085,0.950685700000001,3284.08074005444,0.999335027493931
"z_id[1,2]",-0.638617386505667,0.767642392084344,-2.21114725,0.76964675,3391.41086731341,0.999320823384738
"z_id[1,3]",-0.353495812348333,0.887213553318747,-2.17857625,1.2925035,3969.56035827346,0.999574955175104
"z_id[1,4]",-0.296095699386567,0.874691653589628,-2.1281675,1.295753,4256.70019063713,1.00126634253109
"z_id[1,5]",-0.285127038619,0.881147402695841,-2.05867975,1.37947775,3955.90667872833,1.00008667142228
"z_id[1,6]",-0.189575056841767,0.855877807410743,-1.886867,1.355813,3895.00757126892,1.00133002414218
"z_id[1,7]",-0.142001374014,0.845170465904971,-1.88195075,1.4158245,4061.57560783106,0.999616415549105
"z_id[1,8]",-0.451180608219667,0.858400924077423,-2.2102525,1.11168325,4182.64527528012,0.999859597139896
"z_id[1,9]",-0.452934383219,0.871666377645748,-2.2092435,1.0864215,4163.38307768144,0.999713131052131
"z_id[1,10]",1.82643477153667,0.592948925254335,0.629750975,2.97396225,2697.33399018408,1.00117273750415
"z_id[1,11]",0.447839575978,0.495192855464829,-0.537315949999999,1.40047425,1998.58384429328,1.00031219513255
"z_id[1,12]",0.369714051392,0.539130671242742,-0.6613879,1.42341375,2274.20788545963,1.00085990881808
"z_id[1,13]",-0.301212749066333,0.88770956247505,-2.1049945,1.38478175,4880.76541513349,1.00017924766868
"z_id[1,14]",1.300551678344,0.619444586309501,0.0462233700000005,2.44188825,3002.29077842827,0.99962746871857
"z_id[1,15]",-0.481993378962333,0.822817757077278,-2.16221275,1.0880885,3033.32651220588,1.00011265293665
"z_id[1,16]",0.412980145287,0.351925195902817,-0.340826225,1.04220925,1146.68322042036,1.001811058706
"z_id[1,17]",-0.520813229047333,0.724380163831635,-2.08410925,0.73633405,3255.01957083031,0.999572181197929
"z_id[1,18]",-0.3134718665181,0.402524258790505,-1.18199325,0.405782125,1777.10311654983,1.00210485539731
"z_id[1,19]",-0.472087385095,0.797122669685719,-2.12482475,0.94785545,2488.69628111189,1.00042552859961
"z_id[1,20]",1.49064552566667,0.246381720297825,1.02029,1.984043,718.682524720983,1.0025896321508
"z_id[1,21]",-0.581374049184667,0.780824390393764,-2.22510325,0.83735525,2998.38031622631,0.999585976034396
"z_id[1,22]",-1.06965798819,0.626576400213844,-2.4065825,0.0141766325000001,2817.327476656,0.999735352628187
"z_id[1,23]",-0.291670413636667,0.809937666534801,-1.97276575,1.195799,3144.77515692401,0.999606467308458
"z_id[1,24]",0.00295786918066667,0.841640973285049,-1.7252435,1.51653275,3037.86802069993,1.00107765389985
"z_id[1,25]",0.187520733981333,0.808373059713914,-1.5299905,1.61031975,2385.53881525366,0.999337266306463
"z_id[1,26]",0.288595489251,0.326746782528628,-0.367549325,0.9132239,1352.13804881781,1.00265184595283
"z_id[1,27]",-0.665787938744,0.868092586828437,-2.424751,0.902262325,3544.75421614203,1.00121072765252
"z_id[1,28]",1.18987653713,0.483739070943708,0.1463039,2.075496,2157.90122013602,1.00103502997986
"z_id[1,29]",-0.325811940319667,0.795544383426132,-1.9708685,1.11785525,3188.39879290176,1.00013985097924
"z_id[1,30]",-0.577442312549,0.543635917337028,-1.70758725,0.38248955,2093.58819912632,1.0032181410958
"z_id[1,31]",-1.25912650442333,0.602005942575764,-2.582647,-0.187685875,2450.88409963702,1.00111479659502
"z_id[1,32]",-0.907720219063333,0.63368101880754,-2.2754205,0.212686875,3157.32523406389,1.00122789553042
"z_id[1,33]",-1.08204198254733,0.644921584042556,-2.49890925,0.0467507875000006,1925.82795158437,1.00048651840388
"z_id[1,34]",1.057137507721,0.549857647737501,-0.131568949999999,2.02828325,1771.55095498304,1.00035708068473
"z_id[1,35]",2.89251139666667,0.263605253256071,2.40066175,3.40498225,710.53986562727,1.00213686536148
"z_id[1,36]",-0.1430689531932,0.36018056868961,-0.876208825,0.53542015,1751.10322793101,0.999668220593661
"z_id[1,37]",0.269859894092333,0.563737741687713,-0.906807675,1.28169475,2444.23269141228,0.999782789511463
"z_id[1,38]",-0.825685770038,0.684351487150096,-2.26758375,0.373909375,2461.50639002885,0.999677812630979
"z_id[1,39]",2.36061095666667,0.293271779156697,1.79499775,2.925044,872.634238468318,1.00177491965135
"z_id[1,40]",0.828018157341,0.54088027005921,-0.34150435,1.8027235,2337.04569411009,0.999913652254179
"z_id[1,41]",0.432534933663667,0.552561142379723,-0.743177075,1.39730075,2139.86719415056,1.00009463859233
"z_id[1,42]",-0.841114453350333,0.768086557407512,-2.4375965,0.496983775,3315.69282023175,0.999713415910021
"z_id[1,43]",-0.962673871136667,0.737027790109531,-2.51263275,0.323800875,2770.47660516932,1.00043104219724
"z_id[1,44]",1.76922666476667,0.436952381656864,0.861333275,2.59605875,2270.82133145498,1.00003604890048
"z_id[1,45]",-0.457087805521333,0.50078423782055,-1.536265,0.43957535,1851.56874034616,1.00175404075999
"z_id[1,46]",-0.784602154331333,0.708598118173111,-2.29640575,0.465293075,2464.8193183008,1.0005350896452
"z_id[1,47]",-0.519064330465,0.763230972760169,-2.11053225,0.821767525,1895.79895780463,1.00084581532068
"z_id[1,48]",-0.684349367714667,0.793871901863217,-2.392782,0.748355775,3465.82590550477,0.99985913058486
"z_id[1,49]",-0.829450745850333,0.772655055770142,-2.46496675,0.544143525,2752.20638633749,1.00042575110266
"z_id[1,50]",0.335267285084,0.415853730444409,-0.5539321,1.08412525,1646.89915030443,1.00081993550772
"z_id[1,51]",-0.907848377410667,0.787267218684852,-2.6019485,0.489657,2700.78767407847,0.999691238981196
"z_id[1,52]",-0.670346802807433,0.769351516174835,-2.2758395,0.658438225,2569.77541023827,1.00077108881998
"z_id[1,53]",-0.431332773142133,0.748835137659978,-2.009595,0.86690105,2878.70139440911,1.0002546453758
"z_id[1,54]",0.402615803885667,0.284274553191183,-0.155708425,0.966957475,1195.00611646916,1.00332810301596
"z_id[1,55]",-0.851756555578,0.671506586952623,-2.3127695,0.32853235,2606.1628352503,1.00002951315
"z_id[1,56]",0.193643137501,0.500551964026778,-0.877388075,1.0866985,2481.02135908293,1.00200230854956
"z_id[1,57]",0.813995261066667,0.323048850463229,0.16076495,1.42406975,1209.83382305588,1.0022995963549
"z_id[1,58]",-0.146603826254,0.785963681216048,-1.8289765,1.2750965,2462.93562054035,1.0004239439409
"z_id[1,59]",-0.710899645826667,0.768867201100461,-2.2804715,0.69723265,3059.13637251425,1.00103570913108
"z_id[1,60]",-0.491467566184667,0.770094729620633,-2.085557,0.907538625,2836.90140096552,0.999744346989711
"z_id[1,61]",0.4215000189865,0.382587450194598,-0.374835025,1.10345025,1811.85635958073,1.00081160667201
"z_id[1,62]",-0.327056728661,0.822630068144065,-2.02384625,1.140954,2137.2520563689,0.999952597346901
"z_id[1,63]",2.20245894666667,0.275631741349765,1.65543075,2.74621275,760.438457591196,1.00086485199554
"z_id[1,64]",-0.169556898548,0.85255463433608,-1.91707575,1.392415,3120.2499010244,0.999686372247392
"z_id[1,65]",-0.809635245267333,0.822106495241252,-2.4758225,0.679014125,3048.41883669259,1.00043029994638
"z_id[1,66]",1.66287451166667,0.293934803368373,1.0624805,2.2314905,1581.02603172184,1.00178026719492
"z_id[1,67]",1.71429167066667,0.333333486468583,1.031632,2.3382135,1496.19275150896,1.00149259484432
"z_id[1,68]",0.392278502565333,0.294522775052017,-0.223741875,0.950636375,1454.35574464907,1.00161570085604
"z_id[1,69]",-0.228010272088667,0.685313730008051,-1.697661,0.978162875,2309.32954046266,0.999653237663477
"z_id[1,70]",1.21915223833333,0.24221111865942,0.7370615,1.6875445,849.002432939105,1.00151545429363
"z_id[1,71]",-0.616874730955667,0.69807584347847,-2.11699225,0.640387975,2675.17235704935,1.00023937243473
"z_id[1,72]",0.761333341953333,0.455771986913245,-0.207914649999999,1.58964725,3183.3938356107,1.0012758444405
"z_id[1,73]",-0.586496457448333,0.496809806259945,-1.657768,0.280979300000001,2012.24513667348,1.00066937957815
"z_id[1,74]",-1.61440870266667,0.610172191952125,-2.8761205,-0.543012675,2392.36088340054,1.00078808316499
"z_id[1,75]",-0.506469696902667,0.760106686941045,-2.15434325,0.841064675,2548.2064186566,0.999955317259281
"z_id[1,76]",-1.18580744242667,0.769366552046937,-2.7440505,0.197826925,3106.17727539823,0.999880257944598
"z_id[1,77]",1.81932539566667,0.313166407059851,1.190712,2.4359315,1590.84324987695,1.00378767258457
"z_id[1,78]",-0.505258787214667,0.742923633726016,-2.06151475,0.841142925,2296.77995454762,0.999497031909706
"z_id[1,79]",-0.7485031317481,0.488174009331107,-1.79156975,0.127761425,2576.9730523028,0.999542733172069
"z_id[1,80]",-0.708421369395333,0.670576964086847,-2.1494815,0.4664677,1990.42718598649,1.00145584740529
"z_id[1,81]",1.03315104283667,0.402339333396948,0.20138585,1.78059875,2219.06895362597,1.00021570120012
"z_id[1,82]",0.676468094726667,0.291509930607136,0.08185524,1.237407,1366.20135135503,1.00088245201806
"z_id[1,83]",0.495465562828333,0.581876945187714,-0.768893624999999,1.49867025,2322.49758584236,1.00227372996234
"z_id[1,84]",0.3110753418255,0.658378095382433,-1.08310725,1.43384125,2231.83632727783,1.00143453460528
"z_id[1,85]",-0.681455275401333,0.740118983898276,-2.29590025,0.61222825,2393.43715078952,1.00053619465888
"z_id[1,86]",0.137217258117,0.357393276463849,-0.619524725,0.79862665,1774.97889848652,1.00035120854694
"z_id[1,87]",-0.20342050680732,0.33298126378761,-0.870526225,0.408224025,1777.347592762,0.999755202216149
"z_id[1,88]",0.824015156266667,0.241126631532809,0.347998775,1.2967545,997.462214888291,1.00195658958329
"z_id[1,89]",-0.260975696708667,0.367434184753146,-1.04700975,0.414909325,1806.81664047527,1.00059943461573
"z_id[1,90]",-0.162057399810333,0.729840754723155,-1.68307625,1.14628,2293.25126626129,1.00153375548854
"z_id[1,91]",1.03185884900667,0.459307551710267,0.0482759275000004,1.86798925,2230.85362092293,1.0008118134174
"z_id[1,92]",-1.38053153132667,0.608199210537326,-2.6831725,-0.33065015,2860.6378651639,0.999363897998504
"z_id[1,93]",0.685939586903333,0.514495303623967,-0.456746125,1.595335,2380.24749668712,1.00042946526495
"z_id[1,94]",1.48971375933333,0.298185593363742,0.886205025,2.0706095,1311.75065532592,1.00369752470238
"z_id[1,95]",-0.478713566433,0.821888052243508,-2.1458945,1.070515,3316.68920989476,0.999819283136725
"z_id[1,96]",0.59431395312,0.451881702421286,-0.348422874999999,1.41546875,2089.24818621105,1.00175347463142
"z_id[1,97]",0.990068325,0.252951736615175,0.473877975,1.47446875,1136.82859661713,1.00212468950728
"z_id[1,98]",-0.173800956685333,0.516226508689197,-1.31932775,0.7144375,2607.79673843679,1.00000599967201
"z_id[1,99]",0.594467611046667,0.354876093232931,-0.145879325,1.23941175,1396.19150499123,1.00348501279528
"z_id[1,100]",-0.541523481790667,0.807965569845439,-2.21809275,0.907455325000001,3014.63087976217,1.00013165338582
"z_id[1,101]",0.00498700565853333,0.553575243463956,-1.163593,1.029152,1988.81361453252,1.00055984601931
"z_id[1,102]",-1.19726760073333,0.599770489868902,-2.48691325,-0.16197305,2612.67173232091,0.999986910173013
"z_id[1,103]",-0.3209923025702,0.691292480467068,-1.798113,0.932980475,2854.32217220311,1.00060177520514
"z_id[1,104]",-0.847125627557667,0.787671894739825,-2.50467175,0.567070875000001,2709.77791668759,0.999824122456609
"z_id[1,105]",-0.6766572621667,0.730442036365379,-2.207562,0.647175825,2622.46230917805,0.999566552167704
"z_id[1,106]",-0.837042624882333,0.810969241146142,-2.5599895,0.613879850000001,2826.05491855916,0.999733197841036
"z_id[1,107]",-0.515370738982667,0.717692414125436,-2.0198645,0.779150825,2746.85668126398,0.999311172876319
"z_id[1,108]",-0.908481612944667,0.72758254559746,-2.4307185,0.3924413,2225.36528302585,0.999775228425351
"z_id[1,109]",-0.992769219663333,0.58988467774672,-2.2753895,0.03527782,2530.01993466914,1.00086902549516
"z_id[1,110]",0.9762597325,0.294344231780512,0.38668895,1.54033725,1535.88055795233,1.00325724123929
"z_id[1,111]",-0.997787366945333,0.746622828403452,-2.54655075,0.286734075,2505.91482440103,1.00078371851761
"z_id[1,112]",-1.20942306746333,0.703318366370951,-2.6714975,0.0335579725000001,4571.92281832863,0.999582514689123
"z_id[1,113]",0.80302502256,0.440825382385357,-0.120366725,1.590238,2421.70437128551,0.999939425470848
"z_id[1,114]",1.21544545666667,0.224625720131677,0.78376525,1.653922,840.13114988003,1.00480718430723
"z_id[1,115]",0.41643980123,0.508174796820336,-0.66518265,1.30526425,2245.0377659369,0.999936657629854
"z_id[1,116]",1.84563045,0.21717074110024,1.4362745,2.27560025,594.891497001384,1.00458452789091
"z_id[1,117]",-0.874653146447667,0.809735847738966,-2.595762,0.582663125,2929.76599997283,1.00005083029951
"z_id[1,118]",-0.828573275914333,0.603971616393512,-2.1356915,0.237244575,2152.6933558454,1.00287904450865
"z_id[1,119]",3.45010856,0.407958886060959,2.6704865,4.25178225,1346.46990965669,1.00120389044844
"z_id[1,120]",-0.9733733962,0.661378835933034,-2.3834095,0.180155375,2600.61193551774,1.00003612133344
"z_id[1,121]",-1.06947356093333,0.849028972122838,-2.85409025,0.493420475000001,3091.45149166756,0.999715304648651
"z_id[1,122]",-0.536711250040333,0.789867842773117,-2.23387775,0.9036359,3007.44359127581,0.999737709186024
"z_id[1,123]",-0.065418144086,0.735247842557084,-1.5583025,1.312646,2672.93832934669,1.00030216762239
"z_id[1,124]",-0.878528311282667,0.699816463625358,-2.32146525,0.412830225,2962.91146346174,1.00121134181612
"z_id[1,125]",-0.858748094216333,0.637834575042914,-2.2329235,0.319253275,2235.68451703091,1.00016132355728
"z_id[1,126]",-0.486805806036,0.827103748697462,-2.19843725,1.0053815,2912.40210250428,0.999338355258199
"z_id[1,127]",-0.498995625639,0.764570112342677,-2.08623625,0.895399725,2773.51515981555,1.00023043264789
"z_id[1,128]",2.28930812666667,0.384404898785071,1.55218,3.0607195,1321.52212776091,1.00051718545914
"z_id[1,129]",-0.617902333959,0.752152877328391,-2.2140095,0.765440525,2264.86970478542,0.99945243191054
"z_id[1,130]",-0.285319027548667,0.746297585896066,-1.8262495,1.07608275,2879.84533313243,0.999973627460882
"z_id[1,131]",-0.166595648220667,0.771676255481788,-1.75956275,1.24904975,2482.50419195409,0.999486691907959
"z_id[1,132]",-0.4147403124678,0.802116428911919,-2.0418405,1.0539495,2941.83540753413,0.999503005125189
"z_id[1,133]",-0.114338622805433,0.928376925096363,-1.98309275,1.6956975,3578.68648130638,0.999623740460413
"z_id[1,134]",0.146585768904333,0.863108350856024,-1.6607695,1.7197255,3291.2538773972,1.00062508665405
"z_id[1,135]",0.460700033801,0.465747020668072,-0.480050275,1.3596705,2461.44283646441,1.00047766615538
"z_id[1,136]",-0.095478385194,0.836772412465394,-1.77118325,1.4650255,4245.22711179336,1.00040891280361
"z_id[1,137]",3.05846218333333,0.506213298292913,2.076646,4.06175925,2472.78019906044,0.999543775344528
"z_id[1,138]",-0.117440910908333,0.885997493489794,-1.93248125,1.5333535,4055.69020241369,1.0001027756698
"z_id[1,139]",-0.290530762627333,0.920540615147017,-2.11224925,1.40818825,5097.53683958339,1.0000748421667
"z_id[1,140]",-0.0548037100938333,0.796733638041847,-1.71990875,1.37737975,3031.80478147234,1.00021588420007
"z_id[1,141]",0.785576495311333,0.697654649071227,-0.700692825,2.04774825,3652.03934299595,0.999435804477664
"z_id[1,142]",-0.679705548417667,0.803946135566292,-2.35237575,0.809064375000001,3784.84100518918,0.99971123263463
"z_id[1,143]",-0.675958635452333,0.811294442061026,-2.305072,0.8450279,3719.63261743816,0.999843818380597
"z_id[1,144]",-0.547205505386,0.783537674337796,-2.143976,0.878154550000001,4228.17362163231,0.999402918488061
